Resource ID,Původní hodnota,Navrhovaná hodnota,Důvod
gid://shopify/Product/7206872612947,"BU1 Dreieck, Roll Finger Schnitt. Handschuhe mit perfektem Schaum, der Sie mit seinen Eigenschaften und seiner Widerstandsfähigkeit überraschen wird. Bestellen Sie auf www.bu1.cz >>","BU1 Dreieck, Roll Finger Schnitt. Handschuhe mit perfektem Hafthaftschaum, der Sie mit seinen Eigenschaften und seiner Widerstandsfähigkeit überraschen wird. Bestellen Sie auf www.bu1.cz >>",Glosář: foam_latex -> Haftschaum (nalezeno 'Schaum')
gid://shopify/Product/7206872612947,"SRC(hu): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">RF vágás – Roll Finger Cut</strong></li>
<li data-mce-fragment=""1"">Fehér Contact Grip hab</li>
<li data-mce-fragment=""1"">Kettős záródás</li>
<li data-mce-fragment=""1"">A Triangle modell kis színes háromszögekből áll, nagy jellel <strong data-mce-fragment=""1"">BU1</strong> a kesztyű hátsó részén.</li>
</ul>",tapadó hab,Glosář: foam_latex -> tapadó hab (Source contains 'pěna')
gid://shopify/Product/7206872612947,"SRC(sk): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Strih RF – Roll Finger Cut</strong></li>
<li data-mce-fragment=""1"">Pena Contact Grip bielej farby</li>
<li data-mce-fragment=""1"">Dvojité zapínanie</li>
<li data-mce-fragment=""1"">Triangle model sa skladá z malých farebných trojuholníkov s veľkým znakom <strong data-mce-fragment=""1"">BU1</strong> vytlačeným na zadnej strane rukavice</li>
</ul>",pěna,Glosář: foam_latex -> pěna (Source contains 'pěna')
gid://shopify/Product/7206872612947,"SRC(ro): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Tăietură RF – Tăietură cu degetul rulat</strong></li>
<li data-mce-fragment=""1"">Spumă Contact Grip de culoare albă</li>
<li data-mce-fragment=""1"">Închidere dublă</li>
<li data-mce-fragment=""1"">Modelul Triangle este format din mici triunghiuri colorate cu un mare simbol <strong data-mce-fragment=""1"">BU1</strong> împins pe partea din spate a mănușii</li>
</ul>",latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Product/7206872612947,"SRC(hr): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Rez RF – Roll Finger Cut</strong></li>
<li data-mce-fragment=""1"">Pjena Contact Grip bijele boje</li>
<li data-mce-fragment=""1"">Dvostruko zatvaranje</li>
<li data-mce-fragment=""1"">Triangle model sastoji se od malih šarenih trokuta s velikim znakom <strong data-mce-fragment=""1"">BU1</strong> utisnutim na stražnjoj strani rukavice</li>
</ul>",lateks,Glosář: foam_latex -> lateks (Source contains 'pěna')
gid://shopify/Product/7206872612947,"SRC(es): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Corte RF – Corte de Dedo Rodante</strong></li>
<li data-mce-fragment=""1"">Espuma Contact Grip de color blanco</li>
<li data-mce-fragment=""1"">Cierre doble</li>
<li data-mce-fragment=""1"">El modelo Triangle está compuesto por pequeños triángulos de colores con un gran símbolo <strong data-mce-fragment=""1"">BU1</strong> impreso en la parte posterior del guante</li>
</ul>",látex,Glosář: foam_latex -> látex (Source contains 'pěna')
gid://shopify/Product/7206872612947,"SRC(it): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Taglio RF – Roll Finger Cut</strong></li>
<li data-mce-fragment=""1"">Schiuma Contact Grip di colore bianco</li>
<li data-mce-fragment=""1"">Chiusura doppia</li>
<li data-mce-fragment=""1"">Il modello Triangle è composto da piccoli triangoli colorati con un grande simbolo <strong data-mce-fragment=""1"">BU1</strong> stampato sul retro dei guanti</li>
</ul>",lattice,Glosář: foam_latex -> lattice (Source contains 'pěna')
gid://shopify/Product/7206872612947,"SRC(fr): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Coupe RF – Roll Finger Cut</strong></li>
<li data-mce-fragment=""1"">Mousse Contact Grip de couleur blanche</li>
<li data-mce-fragment=""1"">Fermeture double</li>
<li data-mce-fragment=""1"">Le modèle Triangle est composé de petits triangles colorés avec un grand symbole <strong data-mce-fragment=""1"">BU1</strong> imprimé à l'arrière du gant</li>
</ul>",latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Product/7206872612947,"SRC(bg): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Крой RF – Roll Finger Cut</strong></li>
<li data-mce-fragment=""1"">Пяна Contact Grip в бял цвят</li>
<li data-mce-fragment=""1"">Двойно закопчаване</li>
<li data-mce-fragment=""1"">Моделът Triangle се състои от малки цветни триъгълници с голям знак <strong data-mce-fragment=""1"">BU1</strong> отпечатан на задната страна на ръкавицата</li>
</ul>",латекс,Glosář: foam_latex -> латекс (Source contains 'pěna')
gid://shopify/Product/7206872612947,"SRC(en): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">RF Cut – Roll Finger</strong></li>
<li data-mce-fragment=""1"">White Contact Grip foam</li>
<li data-mce-fragment=""1"">Double closure</li>
<li data-mce-fragment=""1"">The Triangle model consists of small colored triangles with a large symbol <strong data-mce-fragment=""1"">BU1</strong> printed on the back of the glove</li>
</ul>",latex foam,Glosář: foam_latex -> latex foam (Source contains 'pěna')
gid://shopify/Product/7206873202771,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Schnitt NC – Negativschnitt</strong></li>
<li data-mce-fragment=""1"">Schaumstoff Contact Grip in Weiß</li>
<li data-mce-fragment=""1"">Doppelte Verschluss</li>
<li data-mce-fragment=""1"">Das Triangle-Modell besteht aus kleinen bunten Dreiecken mit einem großen Zeichen <strong data-mce-fragment=""1"">BU1</strong> auf der Rückseite des Handschuhs eingedrückt.</li>
</ul>","<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Schnitt NC – Negativschnitt</strong></li>
<li data-mce-fragment=""1"">[FIXME] Contact Grip in Weiß</li>
<li data-mce-fragment=""1"">Doppelte Verschluss</li>
<li data-mce-fragment=""1"">Das Triangle-Modell besteht aus kleinen bunten Dreiecken mit einem großen Zeichen <strong data-mce-fragment=""1"">BU1</strong> auf der Rückseite des Handschuhs eingedrückt.</li>
</ul>",Zakázaný termín 'Schaumstoff' (de): Use Haftschaum for goalkeeper gloves
gid://shopify/Product/7206873202771,"<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Schnitt NC – Negativschnitt</strong></li>
<li data-mce-fragment=""1"">Schaumstoff Contact Grip in Weiß</li>
<li data-mce-fragment=""1"">Doppelte Verschluss</li>
<li data-mce-fragment=""1"">Das Triangle-Modell besteht aus kleinen bunten Dreiecken mit einem großen Zeichen <strong data-mce-fragment=""1"">BU1</strong> auf der Rückseite des Handschuhs eingedrückt.</li>
</ul>","<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">NC-Schnitt – Negativschnitt</strong></li>
<li data-mce-fragment=""1"">Schaumstoff Contact Grip in Weiß</li>
<li data-mce-fragment=""1"">Doppelte Verschluss</li>
<li data-mce-fragment=""1"">Das Triangle-Modell besteht aus kleinen bunten Dreiecken mit einem großen Zeichen <strong data-mce-fragment=""1"">BU1</strong> auf der Rückseite des Handschuhs eingedrückt.</li>
</ul>",Glosář: negative_cut -> NC-Schnitt
gid://shopify/Product/7206873202771,"SRC(de): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Schnitt NC – Negativschnitt</strong></li>
<li data-mce-fragment=""1"">Schaumstoff Contact Grip in Weiß</li>
<li data-mce-fragment=""1"">Doppelte Verschluss</li>
<li data-mce-fragment=""1"">Das Triangle-Modell besteht aus kleinen bunten Dreiecken mit einem großen Zeichen <strong data-mce-fragment=""1"">BU1</strong> auf der Rückseite des Handschuhs eingedrückt.</li>
</ul>",Haftschaum,Glosář: foam_latex -> Haftschaum (Source contains 'pěna')
gid://shopify/Product/7206873202771,"BU1 Dreieck NC Schnitt. Handschuhe mit perfektem Schaum, der Sie mit seinen Eigenschaften und seiner Widerstandsfähigkeit überraschen wird. Bestellen Sie auf www.bu1.cz >>","BU1 Dreieck NC Schnitt. Handschuhe mit perfektem Hafthaftschaum, der Sie mit seinen Eigenschaften und seiner Widerstandsfähigkeit überraschen wird. Bestellen Sie auf www.bu1.cz >>",Glosář: foam_latex -> Haftschaum (nalezeno 'Schaum')
gid://shopify/Product/7206873202771,"SRC(hu): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">NC vágás – Negatív vágás</strong></li>
<li data-mce-fragment=""1"">Fehér Contact Grip hab</li>
<li data-mce-fragment=""1"">Kettős záródás</li>
<li data-mce-fragment=""1"">A Triangle modell kis színes háromszögekből áll, nagy jellel <strong data-mce-fragment=""1"">BU1</strong> a kesztyű hátsó részén.</li>
</ul>",tapadó hab,Glosář: foam_latex -> tapadó hab (Source contains 'pěna')
gid://shopify/Product/7206873202771,"SRC(sk): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Strih NC – Negative Cut</strong></li>
<li data-mce-fragment=""1"">Pena Contact Grip bielej farby</li>
<li data-mce-fragment=""1"">Dvojité zapínanie</li>
<li data-mce-fragment=""1"">Triangle model sa skladá z malých farebných trojuholníkov s veľkým znakom <strong data-mce-fragment=""1"">BU1</strong> vytlačeným na zadnej strane rukavice</li>
</ul>",pěna,Glosář: foam_latex -> pěna (Source contains 'pěna')
gid://shopify/Product/7206873202771,"SRC(ro): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Tăietură NC – Tăietură Negativă</strong></li>
<li data-mce-fragment=""1"">Spumă Contact Grip de culoare albă</li>
<li data-mce-fragment=""1"">Închidere dublă</li>
<li data-mce-fragment=""1"">Modelul Triangle este format din mici triunghiuri colorate cu un mare simbol <strong data-mce-fragment=""1"">BU1</strong> împins pe partea din spate a mănușii</li>
</ul>",latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Product/7206873202771,"SRC(hr): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Rez NC – Negativni rez</strong></li>
<li data-mce-fragment=""1"">Pjena Contact Grip bijele boje</li>
<li data-mce-fragment=""1"">Dvostruko zatvaranje</li>
<li data-mce-fragment=""1"">Triangle model sastoji se od malih šarenih trokuta s velikim znakom <strong data-mce-fragment=""1"">BU1</strong> utisnutim na stražnjoj strani rukavice</li>
</ul>",lateks,Glosář: foam_latex -> lateks (Source contains 'pěna')
gid://shopify/Product/7206873202771,"SRC(es): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Corte NC – Corte Negativo</strong></li>
<li data-mce-fragment=""1"">Espuma Contact Grip de color blanco</li>
<li data-mce-fragment=""1"">Cierre doble</li>
<li data-mce-fragment=""1"">El modelo Triangle está compuesto por pequeños triángulos de colores con un gran símbolo <strong data-mce-fragment=""1"">BU1</strong> impreso en la parte posterior del guante</li>
</ul>",látex,Glosář: foam_latex -> látex (Source contains 'pěna')
gid://shopify/Product/7206873202771,"SRC(it): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Taglio NC – Negative Cut</strong></li>
<li data-mce-fragment=""1"">Schiuma Contact Grip di colore bianco</li>
<li data-mce-fragment=""1"">Chiusura doppia</li>
<li data-mce-fragment=""1"">Il modello Triangle è composto da piccoli triangoli colorati con un grande simbolo <strong data-mce-fragment=""1"">BU1</strong> stampato sul retro del guanto</li>
</ul>",lattice,Glosář: foam_latex -> lattice (Source contains 'pěna')
gid://shopify/Product/7206873202771,"SRC(fr): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Coupe NC – Negative Cut</strong></li>
<li data-mce-fragment=""1"">Mousse Contact Grip de couleur blanche</li>
<li data-mce-fragment=""1"">Fermeture double</li>
<li data-mce-fragment=""1"">Le modèle Triangle est composé de petits triangles colorés avec un grand symbole <strong data-mce-fragment=""1"">BU1</strong> imprimé au dos du gant</li>
</ul>",latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Product/7206873202771,"SRC(bg): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Крой NC – Negative Cut</strong></li>
<li data-mce-fragment=""1"">Пяна Contact Grip в бял цвят</li>
<li data-mce-fragment=""1"">Двойно закопчаване</li>
<li data-mce-fragment=""1"">Моделът Triangle се състои от малки цветни триъгълници с голям знак <strong data-mce-fragment=""1"">BU1</strong> отпечатан на задната страна на ръкавицата.</li>
</ul>",латекс,Glosář: foam_latex -> латекс (Source contains 'pěna')
gid://shopify/Product/7206873202771,"SRC(en): <ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">Cut NC – Negative Cut</strong></li>
<li data-mce-fragment=""1"">Contact Grip foam in white color</li>
<li data-mce-fragment=""1"">Double fastening</li>
<li data-mce-fragment=""1"">The Triangle model consists of small colored triangles with a large symbol <strong data-mce-fragment=""1"">BU1</strong> embossed on the back of the glove</li>
</ul>",latex foam,Glosář: foam_latex -> latex foam (Source contains 'pěna')
gid://shopify/Product/7206874808403,"<p>BU1 Light Modellreihe ist aus einem sehr leichten Material gefertigt, die Handschuhe sind so angepasst, dass sie zu einem Teil von Ihnen werden.</p>
<ul>
<li>NC Schnitt</li>
<li>Körper aus Brethapren in Rosa</li>
<li>Schaumstoff Contact Grip 4mm schwarz</li>
<li>abnehmbarer Verschluss (einfach und doppelt)</li>
</ul>","<p>BU1 Light Modellreihe ist aus einem sehr leichten Material gefertigt, die Handschuhe sind so angepasst, dass sie zu einem Teil von Ihnen werden.</p>
<ul>
<li>NC Schnitt</li>
<li>Körper aus Brethapren in Rosa</li>
<li>[FIXME] Contact Grip 4mm schwarz</li>
<li>abnehmbarer Verschluss (einfach und doppelt)</li>
</ul>",Zakázaný termín 'Schaumstoff' (de): Use Haftschaum for goalkeeper gloves
gid://shopify/Product/7206874808403,"SRC(de): <p>BU1 Light Modellreihe ist aus einem sehr leichten Material gefertigt, die Handschuhe sind so angepasst, dass sie zu einem Teil von Ihnen werden.</p>
<ul>
<li>NC Schnitt</li>
<li>Körper aus Brethapren in Rosa</li>
<li>Schaumstoff Contact Grip 4mm schwarz</li>
<li>abnehmbarer Verschluss (einfach und doppelt)</li>
</ul>",Haftschaum,Glosář: foam_latex -> Haftschaum (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(hu): <p>A BU1 Light modellcsalád nagyon könnyű anyagból készült, a kesztyű pedig úgy van kialakítva, hogy szorosan illeszkedjen a kézhez, így szinte a második bőröd lesz.</p>
<ul>
<li>NC szabás</li>
<li>brethapren anyagú test rózsaszín színben</li>
<li>4 mm vastag fekete Contact grip hab</li>
<li>levehető záródás (egyszerű és dupla)</li>
</ul>",tapadó hab,Glosář: foam_latex -> tapadó hab (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(pl): <p>Seria modeli BU1 Light wykonana jest z bardzo lekkiego materiału, rękawica dopasowuje się do dłoni tak, aby stała się częścią Ciebie.</p>
<ul>
<li>Cięcie NC</li>
<li>Body z bretaprenu w kolorze różowym</li>
<li>piankowy uchwyt kontaktowy 4mm czarny</li>
<li>odpinane zapięcie (pojedyncze i podwójne)</li>
</ul>",pianka,Glosář: foam_latex -> pianka (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(sk): BU1 Light modelový rad je vyrobený z veľmi ľahkého materiálu, rukavice je pasovaná veľa na ruku tak, aby sa stala vašou súčasťou.",pěna,Glosář: foam_latex -> pěna (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(ro): <p>Modelul BU1 Light este fabricat dintr-un material foarte ușor, iar mănușa se potrivește foarte bine pe mână, astfel încât să devină parte din tine.</p>
<ul>
<li>Tăietura NC</li>
<li>corp din brethapren de culoare roz</li>
<li>spumă Contact grip de 4mm, neagră</li>
<li>închidere detașabilă (simplă și dublă)</li>
</ul>",latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(hr): <p>BU1 Light model serija izrađena je od vrlo laganog materijala, rukavice su prilagođene ruci tako da postanu vaš dio.</p>
<ul>
<li>NC kroj</li>
<li>tijelo od brethaprena u ružičastoj boji</li>
<li>pjena Contact grip 4mm crna</li>
<li>odvojivo zatvaranje (jednostavno i dvostruko)</li>
</ul>",lateks,Glosář: foam_latex -> lateks (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(es): <p>La serie de modelos BU1 Light está hecha de un material muy ligero, los guantes están ajustados a la mano para que se conviertan en una extensión de ti.</p>
<ul>
<li>Corte NC</li>
<li>cuerpo de brethapren en color rosa</li>
<li>espuma Contact grip de 4 mm en negro</li>
<li>cierre desmontable (simple y doble)</li>
</ul>",látex,Glosář: foam_latex -> látex (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(it): <p>La serie di modelli BU1 Light è realizzata in un materiale molto leggero, i guanti sono adattati in modo da diventare una parte di voi.</p>
<ul>
<li>Taglio NC</li>
<li>corpo in brethapren in colore rosa</li>
<li>schiuma Contact grip 4mm nera</li>
<li>chiusura rimovibile (sia semplice che doppia)</li>
</ul>",lattice,Glosář: foam_latex -> lattice (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(fr): <p>La série de modèles BU1 Light est fabriquée à partir d'un matériau très léger, les gants sont ajustés de manière à devenir une extension de votre main.</p>
<ul>
<li>Coupe NC</li>
<li>corps en brethapren rose</li>
<li>mousse Contact grip 4mm noire</li>
<li>fermeture amovible (simple et double)</li>
</ul>",latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(bg): <p>Моделната серия BU1 Light е изработена от много лек материал, ръкавицата е плътно прилепнала към ръката, за да стане част от вас.</p>
<ul>
<li>NC кройка</li>
<li>тяло от бретапрен в розов цвят</li>
<li>пяна Contact grip 4mm черна</li>
<li>свалящо се закопчаване (единично и двойно)</li>
</ul>",латекс,Glosář: foam_latex -> латекс (Source contains 'pěna')
gid://shopify/Product/7206874808403,"SRC(en): The BU1 Light model series is made of very light material, the glove is fitted to the hand so that it becomes a part of you.",latex foam,Glosář: foam_latex -> latex foam (Source contains 'pěna')
gid://shopify/Product/7206875234387,"<p>Das BU1 Light-Modell ist aus einem sehr leichten Material gefertigt, die Handschuhe sind so angepasst, dass sie wie eine zweite Haut sitzen.</p>
<ul>
<li>Hyla Schnitt</li>
<li>Körper aus brethapren in Rosa</li>
<li>Contact Grip-Schaum 4mm schwarz</li>
<li>Abnehmbarer Verschluss (einfach und doppelt)</li>
</ul>","<p>Das BU1 Light-Modell ist aus einem sehr leichten Material gefertigt, die Handschuhe sind so angepasst, dass sie wie eine zweite Haut sitzen.</p>
<ul>
<li>Hyla Schnitt</li>
<li>Körper aus brethapren in Rosa</li>
<li>Contact Grip-Hafthaftschaum 4mm schwarz</li>
<li>Abnehmbarer Verschluss (einfach und doppelt)</li>
</ul>",Glosář: foam_latex -> Haftschaum (nalezeno 'Schaum')
gid://shopify/Product/7206875234387,"SRC(de): <p>Das BU1 Light-Modell ist aus einem sehr leichten Material gefertigt, die Handschuhe sind so angepasst, dass sie wie eine zweite Haut sitzen.</p>
<ul>
<li>Hyla Schnitt</li>
<li>Körper aus brethapren in Rosa</li>
<li>Contact Grip-Schaum 4mm schwarz</li>
<li>Abnehmbarer Verschluss (einfach und doppelt)</li>
</ul>",Haftschaum,Glosář: foam_latex -> Haftschaum (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(hu): <p>A BU1 Light modellcsalád nagyon könnyű anyagból készült, a kesztyű pedig úgy van kialakítva, hogy szorosan illeszkedjen a kézhez, így szinte a második bőröd lesz.</p>
<ul>
<li>Hyla szabás</li>
<li>brethapren anyagú test rózsaszín színben</li>
<li>4 mm vastag fekete Contact grip hab</li>
<li>leválasztható záródás (egyszerű és dupla)</li>
</ul>",tapadó hab,Glosář: foam_latex -> tapadó hab (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(pl): <p>Seria modeli BU1 Light wykonana jest z bardzo lekkiego materiału, rękawica dopasowuje się do dłoni tak, aby stała się częścią Ciebie.</p>
<ul>
<li>Cięcie Hyli</li>
<li>Body z bretaprenu w kolorze różowym</li>
<li>piankowy uchwyt kontaktowy 4mm czarny</li>
<li>odpinane zapięcie (pojedyncze i podwójne)</li>
</ul>",pianka,Glosář: foam_latex -> pianka (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(sk): BU1 Light modelový rad je vyrobený z veľmi ľahkého materiálu, rukavice je pasovaná veľa na ruku tak, aby sa stala vašou súčasťou.",pěna,Glosář: foam_latex -> pěna (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(ro): <p>Modelul BU1 Light este fabricat dintr-un material foarte ușor, iar mănușa este ajustată astfel încât să devină parte din mâna ta.</p>
<ul>
<li>Tăietura Hyla</li>
<li>corp din brethapren de culoare roz</li>
<li>spumă Contact grip de 4mm, neagră</li>
<li>închidere detașabilă (simplă și dublă)</li>
</ul>",latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(hr): <p>BU1 Light model serija izrađena je od vrlo laganog materijala, rukavice su prilagođene ruci tako da postanu vaš dio.</p>
<ul>
<li>Hyla kroj</li>
<li>tijelo od brethaprena u ružičastoj boji</li>
<li>pjena Contact grip 4mm crna</li>
<li>odvojivo zatvaranje (jednostavno i dvostruko)</li>
</ul>",lateks,Glosář: foam_latex -> lateks (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(es): <p>La serie de modelos BU1 Light está hecha de un material muy ligero, los guantes están ajustados a la mano para que se conviertan en una extensión de ti.</p>
<ul>
<li>Corte Hyla</li>
<li>cuerpo de brethapren en color rosa</li>
<li>espuma Contact grip de 4 mm en negro</li>
<li>cierre desmontable (simple y doble)</li>
</ul>",látex,Glosář: foam_latex -> látex (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(it): <p>La serie di modelli BU1 Light è realizzata in un materiale molto leggero, i guanti sono adattati in modo da diventare una parte di voi.</p>
<ul>
<li>Taglio Hyla</li>
<li>corpo in brethapren rosa</li>
<li>schiuma Contact grip nera da 4 mm</li>
<li>chiusura rimovibile (sia semplice che doppia)</li>
</ul>",lattice,Glosář: foam_latex -> lattice (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(fr): <p>La série de modèles BU1 Light est fabriquée à partir d'un matériau très léger, les gants sont ajustés de manière à devenir une extension de votre main.</p>
<ul>
<li>Coupe Hyla</li>
<li>corps en brethapren rose</li>
<li>mousse Contact grip 4mm noire</li>
<li>fermeture amovible (simple ou double)</li>
</ul>",latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(bg): <p>Моделната серия BU1 Light е изработена от много лек материал, ръкавицата е плътно прилепнала към ръката, за да стане част от вас.</p>
<ul>
<li>Hyla разрез</li>
<li>тяло от бретапрен в розов цвят</li>
<li>пяна Contact grip 4mm черна</li>
<li>свалящо се закопчаване (единично и двойно)</li>
</ul>",латекс,Glosář: foam_latex -> латекс (Source contains 'pěna')
gid://shopify/Product/7206875234387,"SRC(en): The BU1 Light model series is made of very light material, the glove is fitted to the hand so that it becomes a part of you.",latex foam,Glosář: foam_latex -> latex foam (Source contains 'pěna')
gid://shopify/Collection/281126273107,"🧤 Torwarthandschuhe BU1 für Erwachsene – verschiedene Schnitte für jeden Fangstil. Wählen Sie Hybrid, Negative Cut, Roll Finger oder Hyla. Handschuhe, die passen, bieten perfekten Grip und Sicherheit bei jedem Einsatz. Beliebt bei Torhütern weltweit. ⚽💪","🧤 Torwarthandschuhe BU1 für Erwachsene – verschiedene Schnitte für jeden Fangstil. Wählen Sie Hybrid, NC-Schnitt, Roll Finger oder Hyla. Handschuhe, die passen, bieten perfekten Grip und Sicherheit bei jedem Einsatz. Beliebt bei Torhütern weltweit. ⚽💪",Glosář: negative_cut -> NC-Schnitt
gid://shopify/Collection/281929056339,Schaum BU1 T2 Grip,Hafthaftschaum BU1 T2 Grip,Glosář: foam_latex -> Haftschaum (nalezeno 'Schaum')
gid://shopify/Collection/281929056339,SRC(de): Schaum BU1 T2 Grip,Haftschaum,Glosář: foam_latex -> Haftschaum (Source contains 'pěna')
gid://shopify/Collection/281929056339,"🧤 BU1 T2 Grip – perfekter Griff bei jedem Wetter. Der T2-Schaum bietet hervorragende Haftung bei Regen und Trockenheit. Entwickelt für Torhüter, die sich auf perfekte Ballkontrolle unter allen Bedingungen verlassen möchten. BU1 – die Wahl der Torhüter weltweit. ⚽💧","🧤 BU1 T2 Grip – perfekter Griff bei jedem Wetter. Der T2-Hafthaftschaum bietet hervorragende Haftung bei Regen und Trockenheit. Entwickelt für Torhüter, die sich auf perfekte Ballkontrolle unter allen Bedingungen verlassen möchten. BU1 – die Wahl der Torhüter weltweit. ⚽💧",Glosář: foam_latex -> Haftschaum (nalezeno 'Schaum')
gid://shopify/Collection/281929056339,"SRC(de): 🧤 BU1 T2 Grip – perfekter Griff bei jedem Wetter. Der T2-Schaum bietet hervorragende Haftung bei Regen und Trockenheit. Entwickelt für Torhüter, die sich auf perfekte Ballkontrolle unter allen Bedingungen verlassen möchten. BU1 – die Wahl der Torhüter weltweit. ⚽💧",Haftschaum,Glosář: foam_latex -> Haftschaum (Source contains 'pěna')
gid://shopify/Collection/281929056339,SRC(hu): BU1 T2 Grip hab,tapadó hab,Glosář: foam_latex -> tapadó hab (Source contains 'pěna')
gid://shopify/Collection/281929056339,"SRC(hu): 🧤 BU1 T2 Grip – tökéletes fogás minden időjárási körülmény között.
A T2 hab kiváló tapadást biztosít esőben és szárazon egyaránt. Olyan kapusok számára tervezték, akik tökéletes labdakontrollra vágynak bármilyen körülmények között. A BU1 a kapusok választása világszerte. ⚽💧",tapadó hab,Glosář: foam_latex -> tapadó hab (Source contains 'pěna')
gid://shopify/Collection/281929056339,"SRC(pl): 🧤 BU1 T2 Grip – doskonały grip w każdą pogodę.
Pianka T2 oferuje świetną przyczepność w deszczu i na sucho. Zaprojektowane dla bramkarzy, którzy chcą polegać na perfekcyjnej kontroli piłki w każdych warunkach. BU1 – wybór bramkarzy na całym świecie. ⚽💧",chwyt,Glosář: grip -> chwyt (Source contains 'přilnavost')
gid://shopify/Collection/281929056339,"SRC(sk): 🧤 BU1 T2 Grip – dokonalý úchop za každého počasia.
T2 pena ponúka skvelú priľnavosť v daždi aj na suchu. Navrhnuté pre brankárov, ktorí sa chcú spoľahnúť na perfektnú kontrolu lopty v akýchkoľvek podmienkach. BU1 – voľba brankárov po celom svete. ⚽💧",pěna,Glosář: foam_latex -> pěna (Source contains 'pěna')
gid://shopify/Collection/281929056339,SRC(sk): Pena BU1 T2 Grip,pěna,Glosář: foam_latex -> pěna (Source contains 'pěna')
gid://shopify/Collection/281929056339,SRC(ro): Spuma BU1 T2 Grip,latex,Glosář: foam_latex -> latex (Source contains 'pěna')
gid://shopify/Collection/281929056339,SRC(ro): 🧤 BU1 T2 Grip – aderență perfectă în orice condiții meteorologice. Spuma T2 oferă aderență excelentă în ploaie și pe uscat. Proiectat pentru portarii care doresc să se bazeze pe controlul perfect al mingii în orice condiții. BU1 – alegerea portarilor din întreaga lume. ⚽💧,latex,Glosář: foam_latex -> latex (Source contains 'pěna')
